App,TestFilePath,ProductionFilePath,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Wait And See,Eager Test,Lazy Test,Lazy Assert,Unknown Test
34428_30_joda-time_testtostandardhours,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34428_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34428_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
33962_30_joda-time_test_halfdays,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33962_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33962_actual.java,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false
34277_30_joda-time_testaddtolocaldate,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34277_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34277_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34256_30_joda-time_testfactory_standardhoursin_rperiod,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34256_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34256_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34258_30_joda-time_testgetmethods,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34258_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34258_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34261_30_joda-time_testisgreaterthan,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34261_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34261_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34274_30_joda-time_testmultipliedby_int,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34274_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34274_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34270_30_joda-time_testplus_int,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34270_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34270_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34264_30_joda-time_testserialization,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34264_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34264_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34241_30_joda-time_testzonetransition,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34241_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34241_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false
34037_30_joda-time_testconstants,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34037_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34037_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34042_30_joda-time_testfactory_standardminutesin_rperiod,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34042_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34042_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34045_30_joda-time_testgetfieldtype,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34045_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34045_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34044_30_joda-time_testgetmethods,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34044_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34044_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34046_30_joda-time_testgetperiodtype,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34046_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34046_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34062_30_joda-time_testnegated,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34062_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34062_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34057_30_joda-time_testplus_minutes,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34057_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34057_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
34049_30_joda-time_testtostring,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34049_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34049_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
33997_30_joda-time_testdividedby_int,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33997_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33997_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
33982_30_joda-time_testfactory_monthsbetween_rpartial_monthday,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33982_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33982_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
33989_30_joda-time_testislessthan,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33989_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33989_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
33990_30_joda-time_testtostring,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33990_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33990_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
33922_30_joda-time_testforfields1,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33922_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33922_actual.java,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
33926_30_joda-time_testforfields5,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33926_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33926_actual.java,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
33927_30_joda-time_testforfields6,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33927_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33927_actual.java,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
33942_30_joda-time_testissupported,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33942_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33942_actual.java,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
33932_30_joda-time_testmaskdays,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33932_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33932_actual.java,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
33934_30_joda-time_testmaskminutes,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33934_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33934_actual.java,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
33930_30_joda-time_testmaskmonths,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33930_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33930_actual.java,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
33938_30_joda-time_testmasktwice1,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33938_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33938_actual.java,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
33921_30_joda-time_testmillis,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33921_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33921_actual.java,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
33905_30_joda-time_teststandard,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33905_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33905_actual.java,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
33906_30_joda-time_testyearmonthdaytime,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33906_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33906_actual.java,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
33908_30_joda-time_testyearweekdaytime,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33908_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/33908_actual.java,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
34031_30_joda-time_testaddtolocaldate,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34031_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/34031_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false
