App,TestFilePath,ProductionFilePath,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Wait And See,Eager Test,Lazy Test,Lazy Assert,Unknown Test
4748_18.0_admiral_testcomparerunningcontainerinusernetworkwithdefaultpropertiesandmatchedcontainerstateshouldpass,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4748_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4748_actual.java,true,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false
4646_18.0_admiral_testcreatedcontainershouldbeinspectedonnetworkoperationfailure,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4646_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4646_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,true
4638_18.0_admiral_testdeletewithretry,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4638_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4638_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,true
4642_18.0_admiral_testinspectcontainer,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4642_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4642_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,true
4643_18.0_admiral_testinspectcontainerwithretry,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4643_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4643_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,true
4644_18.0_admiral_teststatsdisabledwhencontainerstopped,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4644_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4644_actual.java,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,true
4719_18.0_admiral_testhostpermanentlynotavailable,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4719_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4719_actual.java,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
4711_18.0_admiral_testhostpingwithresourcereference,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4711_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4711_actual.java,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
4723_18.0_admiral_testlistcontainerswithcallback,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4723_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4723_actual.java,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
4721_18.0_admiral_testlistvolumeswithcallback,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4721_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4721_actual.java,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
4693_18.0_admiral_testnetworkinspect,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4693_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4693_actual.java,true,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true
4739_18.0_admiral_testgetfromuserresources,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4739_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4739_actual.java,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false
4616_18.0_admiral_testfiltervolumebindings,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4616_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4616_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
4622_18.0_admiral_testconversions,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4622_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/4622_actual.java,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false
