App,TestFilePath,ProductionFilePath,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Wait And See,Eager Test,Lazy Test,Lazy Assert,Unknown Test
2652_60_vertexium_testiteratorwithmorethanpagesizeresultspagetwo,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2652_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2652_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
2502_60_vertexium_testmarkhiddenwithvisibilitychange,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2502_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2502_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
2513_60_vertexium_testmarkvertexandpropertieshidden,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2513_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2513_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
2519_60_vertexium_testmarkvertexhiddenanddeleteedges,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2519_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2519_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
2482_60_vertexium_testnullpropertyvalue,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2482_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2482_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
2643_60_vertexium_testpartialupdateofvertex,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2643_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2643_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
2644_60_vertexium_testpartialupdateofvertexpropertykey,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2644_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2644_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
2492_60_vertexium_testreaddingsoftdeletedvertex,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2492_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2492_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
2543_60_vertexium_testremovevaluesfrommultivalueproperties,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2543_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2543_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
2541_60_vertexium_testsaveelementmutations,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2541_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/2541_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
