App,TestFilePath,ProductionFilePath,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Wait And See,Eager Test,Lazy Test,Lazy Assert,Unknown Test
48659_5.0_jfreechart_testserialization,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48659_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48659_actual.java,true,false,false,false,false,true,false,false,false,false,false,true,false,true,true,false,false
48688_5.0_jfreechart_testequals,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48688_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48688_actual.java,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
48689_5.0_jfreechart_testserialization,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48689_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48689_actual.java,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
48636_5.0_jfreechart_testequals,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48636_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48636_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
48510_5.0_jfreechart_testgetlegenditems,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48510_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48510_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false
48511_5.0_jfreechart_testgetlegenditems2,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48511_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48511_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false
48514_5.0_jfreechart_testserialization,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48514_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48514_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false
48515_5.0_jfreechart_testtranslatetojava2d_numberaxis,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48515_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48515_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false
48638_5.0_jfreechart_testcloning,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48638_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48638_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false
48637_5.0_jfreechart_testequals,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48637_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48637_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false
48669_5.0_jfreechart_testcloning,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48669_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48669_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false
48672_5.0_jfreechart_testgetlegenditems,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48672_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48672_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false
48676_5.0_jfreechart_testequals,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48676_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48676_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false
48546_5.0_jfreechart_testaddrangemarker,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48546_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48546_actual.java,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false
48555_5.0_jfreechart_testaxisindices,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48555_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48555_actual.java,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false
48556_5.0_jfreechart_testaxislocationindices,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48556_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48556_actual.java,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false
48528_5.0_jfreechart_testcloning4,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48528_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48528_actual.java,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false
48529_5.0_jfreechart_testcloning_quadrantorigin,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48529_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48529_actual.java,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false
48530_5.0_jfreechart_testcloning_quadrantpaint,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48530_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48530_actual.java,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false
48561_5.0_jfreechart_testdomainmarkerindices,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48561_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/48561_actual.java,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false
