App,TestFilePath,ProductionFilePath,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Wait And See,Eager Test,Lazy Test,Lazy Assert,Unknown Test
40354_45.0_hbase_testrecoveredreplicationsourceshippergetposition,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/40354_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/40354_actual.java,true,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,true
40464_45.0_hbase_testthrottling,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/40464_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/40464_actual.java,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
40463_45.0_hbase_testcanpushequalstobarrier,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/40463_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/40463_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
40426_45.0_hbase_testreadbeyondcommittedlength,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/40426_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/40426_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
38865_45.0_hbase_testinterclusterreplication,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38865_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38865_actual.java,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
38872_45.0_hbase_testmetricssourcebasesourcepassthrough,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38872_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38872_actual.java,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
38870_45.0_hbase_testwalentryfilteraddvalidation,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38870_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38870_actual.java,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
38847_45.0_hbase_testreplicationstatus,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38847_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38847_actual.java,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
38880_45.0_hbase_testhbase14905,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38880_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38880_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
38845_45.0_hbase_test,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38845_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38845_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
38836_45.0_hbase_testremovealllastpushedseqidsforpeer,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38836_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/38836_actual.java,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
37462_45.0_hbase_tesincorrecttfilterthrowsjpe,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/37462_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/37462_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
37459_45.0_hbase_testexistingfilter,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/37459_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/37459_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
37400_45.0_hbase_testreset,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/37400_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/37400_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
37406_45.0_hbase_testmulticellgetjson,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/37406_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/37406_actual.java,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
